"","startYear","genres","mean_ratings","count"
"403",1996,"History",7.22016129032258,248
"404",1996,"Horror",5.93832923832924,407
"405",1996,"Music",7.35653153153153,444
"406",1996,"Musical",6.61739130434783,92
"407",1996,"Mystery",7.24782608695652,736
"408",1996,"News",5.73777777777778,135
"409",1996,"Romance",6.85032021957914,1093
"410",1996,"Sci-Fi",6.34665127020785,433
"411",1996,"Short",6.66135371179039,916
"412",1996,"Sport",6.6463768115942,345
"413",1996,"Talk-Show",6.59444444444444,306
"414",1996,"Thriller",5.92202166064982,554
"415",1996,"War",7.19345794392523,107
"416",1996,"Western",7.318,100
"417",1997,"Action",7.00343362831858,2825
"418",1997,"Adult",6.51852551984877,529
"419",1997,"Adventure",7.16485647788984,2578
"420",1997,"Animation",7.37197278911565,2205
"421",1997,"Biography",7.10925925925926,324
"422",1997,"Comedy",6.9587835354649,5442
"423",1997,"Crime",7.04979057591623,1910
"424",1997,"Documentary",7.22206381534284,1473
"425",1997,"Drama",6.94723082881487,5164
"426",1997,"Family",6.90176553672316,1416
"427",1997,"Fantasy",6.52556480380499,841
"428",1997,"Game-Show",6.69746835443038,79
"429",1997,"History",7.33479318734793,411
"430",1997,"Horror",5.85926892950392,383
"431",1997,"Music",7.03300395256917,506
"432",1997,"Musical",5.81120331950207,241
"433",1997,"Mystery",7.31002506265664,798
"434",1997,"News",5.39264705882353,204
"435",1997,"Romance",6.80284360189573,1266
"436",1997,"Sci-Fi",6.43301204819277,415
"437",1997,"Short",6.67192118226601,1015
"438",1997,"Sport",6.72521994134897,341
"439",1997,"Talk-Show",5.63021390374332,374
"440",1997,"Thriller",5.95080500894454,559
"441",1997,"War",7.01848739495798,119
"442",1997,"Western",7.4156862745098,51
"443",1998,"Action",6.96415532691669,3013
"444",1998,"Adult",6.52848837209302,516
"445",1998,"Adventure",7.16375650780937,2497
"446",1998,"Animation",7.28402178847027,2203
"447",1998,"Biography",6.97472527472527,364
"448",1998,"Comedy",6.96455445544554,5555
"449",1998,"Crime",7.06328754144955,2111
"450",1998,"Documentary",7.1782412626832,1774
"451",1998,"Drama",6.97336936265375,5366
"452",1998,"Family",6.71688311688312,1309
"453",1998,"Fantasy",6.29369797859691,841
"454",1998,"Game-Show",7.05032679738562,153
"455",1998,"History",7.41180555555556,288
"456",1998,"Horror",5.81457489878543,494
"457",1998,"Music",7.05496828752643,473
"458",1998,"Musical",5.04226804123711,194
"459",1998,"Mystery",7.31616541353383,798
"460",1998,"News",5.17725118483412,211
"461",1998,"Romance",6.83554175293306,1449
"462",1998,"Sci-Fi",6.5178970917226,447
"463",1998,"Short",6.72970069071374,1303
"464",1998,"Sport",6.70887949260042,473
"465",1998,"Talk-Show",5.51261261261261,333
"466",1998,"Thriller",6.08590831918506,589
"467",1998,"War",7.14166666666667,144
"468",1998,"Western",7.10327868852459,61
